HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,SpeseTot,Deck,CabinNum,Side,GroupId,GroupSize,IsSolo
Europa,1.0,55 Cancri e,18.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,B,75,P,2534,2,0
Earth,1.0,TRAPPIST-1e,28.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,G,409,P,2535,1,1
Earth,0.0,PSO J318.5-22,23.0,0.0,0.0,9.0,292.0,35.0,349.0,True,685.0,E,152,P,2537,1,1
Mars,0.0,TRAPPIST-1e,24.0,0.0,345.0,0.0,451.0,0.0,582.0,False,1378.0,E,177,S,2540,1,1
Europa,0.0,nan,44.0,0.0,0.0,1482.0,127.0,1555.0,1257.0,False,4421.0,B,77,P,2541,1,1
Mars,0.0,TRAPPIST-1e,29.0,0.0,834.0,0.0,28.0,117.0,41.0,False,1020.0,E,153,P,2542,1,1
Europa,0.0,55 Cancri e,6.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,B,97,S,2544,2,0
Europa,0.0,TRAPPIST-1e,42.0,0.0,41.0,1912.0,0.0,1899.0,43.0,False,3895.0,B,97,S,2544,2,0
Earth,1.0,55 Cancri e,78.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,G,410,P,2545,1,1
Earth,0.0,TRAPPIST-1e,36.0,0.0,548.0,179.0,24.0,0.0,77.0,False,828.0,F,491,S,2546,1,1
Europa,0.0,55 Cancri e,37.0,0.0,0.0,100.0,0.0,1402.0,1462.0,False,2964.0,,,,2547,2,0
Europa,0.0,55 Cancri e,41.0,0.0,0.0,12809.0,2.0,2835.0,1514.0,True,17160.0,A,20,P,2547,2,0
Earth,0.0,TRAPPIST-1e,18.0,0.0,852.0,48.0,0.0,7.0,0.0,False,907.0,G,407,S,2548,1,1
Mars,0.0,TRAPPIST-1e,62.0,0.0,1663.0,0.0,23.0,2.0,12.0,False,1700.0,F,522,P,2549,3,0
Mars,0.0,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,F,522,P,2549,3,0
Mars,0.0,TRAPPIST-1e,55.0,0.0,1281.0,0.0,7.0,1.0,0.0,False,1289.0,F,522,P,2549,3,0
Earth,1.0,TRAPPIST-1e,16.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,G,411,P,2550,1,1
Earth,0.0,TRAPPIST-1e,32.0,0.0,238.0,156.0,3.0,2.0,324.0,False,723.0,F,523,P,2551,1,1
Earth,0.0,TRAPPIST-1e,19.0,0.0,0.0,1124.0,4.0,0.0,0.0,True,1128.0,F,492,S,2552,3,0
Earth,0.0,55 Cancri e,7.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,G,408,S,2552,3,0
Earth,0.0,55 Cancri e,4.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,G,408,S,2552,3,0
Europa,1.0,TRAPPIST-1e,30.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,D,87,S,2553,1,1
Europa,1.0,55 Cancri e,24.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,B,78,P,2555,2,0
Europa,1.0,TRAPPIST-1e,34.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,B,78,P,2555,2,0
Europa,1.0,TRAPPIST-1e,30.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,C,92,S,2557,1,1
Mars,0.0,TRAPPIST-1e,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,F,525,P,2558,4,0
Mars,,TRAPPIST-1e,32.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,F,525,P,2558,4,0
Mars,0.0,TRAPPIST-1e,55.0,0.0,403.0,0.0,922.0,0.0,0.0,True,1325.0,F,525,P,2558,4,0
Mars,1.0,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,F,525,P,2558,4,0
Europa,0.0,TRAPPIST-1e,51.0,0.0,0.0,1949.0,0.0,2549.0,39.0,False,4537.0,,,,2559,1,1
Earth,1.0,PSO J318.5-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,G,412,P,2560,3,0
Earth,0.0,TRAPPIST-1e,21.0,0.0,882.0,0.0,0.0,,0.0,False,882.0,G,412,P,2560,3,0
Earth,0.0,TRAPPIST-1e,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,G,412,P,2560,3,0
Earth,0.0,TRAPPIST-1e,19.0,0.0,194.0,44.0,0.0,549.0,1.0,False,788.0,E,178,S,2561,1,1
Mars,1.0,TRAPPIST-1e,24.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,F,526,P,2562,2,0
Mars,0.0,TRAPPIST-1e,20.0,0.0,2502.0,0.0,96.0,0.0,0.0,False,2598.0,F,526,P,2562,2,0
Europa,0.0,TRAPPIST-1e,42.0,0.0,2.0,3024.0,0.0,89.0,10.0,True,3125.0,E,179,S,2564,1,1
Mars,1.0,TRAPPIST-1e,17.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,F,527,P,2565,2,0
Mars,0.0,TRAPPIST-1e,32.0,0.0,598.0,0.0,138.0,0.0,624.0,False,1360.0,E,155,P,2565,2,0
Earth,0.0,TRAPPIST-1e,28.0,0.0,145.0,8.0,557.0,0.0,74.0,True,784.0,G,414,P,2571,1,1
Europa,1.0,55 Cancri e,21.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,C,93,S,2572,2,0
Europa,1.0,55 Cancri e,56.0,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,C,93,S,2572,2,0
Europa,1.0,55 Cancri e,28.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,C,90,P,2573,1,1
Earth,0.0,TRAPPIST-1e,42.0,0.0,10.0,303.0,12.0,0.0,478.0,False,803.0,F,496,S,2574,1,1
Earth,0.0,TRAPPIST-1e,18.0,0.0,1153.0,0.0,0.0,1409.0,195.0,False,2757.0,F,498,S,2578,1,1
Earth,0.0,TRAPPIST-1e,24.0,0.0,19.0,676.0,0.0,26.0,0.0,False,721.0,G,412,S,2580,1,1
Earth,0.0,TRAPPIST-1e,20.0,0.0,496.0,20.0,16.0,0.0,254.0,False,786.0,E,156,P,2581,2,0
Earth,0.0,TRAPPIST-1e,22.0,0.0,26.0,0.0,0.0,0.0,733.0,False,759.0,F,531,P,2581,2,0
Earth,0.0,TRAPPIST-1e,22.0,0.0,98.0,0.0,46.0,641.0,0.0,False,785.0,G,415,P,2582,1,1
Earth,,PSO J318.5-22,21.0,0.0,0.0,0.0,,0.0,0.0,False,0.0,G,417,P,2584,1,1
Earth,0.0,TRAPPIST-1e,28.0,0.0,4.0,166.0,743.0,0.0,0.0,True,913.0,G,419,P,2588,1,1
Europa,1.0,TRAPPIST-1e,26.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,C,91,P,2589,5,0
Europa,1.0,55 Cancri e,50.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,C,91,P,2589,5,0
Europa,0.0,TRAPPIST-1e,26.0,0.0,0.0,8150.0,0.0,3508.0,99.0,False,11757.0,C,91,P,2589,5,0
Europa,0.0,TRAPPIST-1e,30.0,1.0,0.0,632.0,0.0,673.0,2272.0,False,3577.0,C,91,P,2589,5,0
Europa,1.0,TRAPPIST-1e,29.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,C,91,P,2589,5,0
Earth,0.0,TRAPPIST-1e,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,G,420,P,2590,3,0
Earth,0.0,TRAPPIST-1e,45.0,0.0,406.0,148.0,285.0,0.0,0.0,False,839.0,G,420,P,2590,3,0
Earth,1.0,PSO J318.5-22,35.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,G,420,P,2590,3,0
Earth,0.0,PSO J318.5-22,18.0,0.0,9.0,419.0,0.0,201.0,7.0,False,636.0,F,499,S,2591,2,0
Earth,0.0,TRAPPIST-1e,23.0,0.0,0.0,121.0,0.0,568.0,128.0,False,817.0,G,413,S,2591,2,0
Mars,0.0,TRAPPIST-1e,29.0,1.0,803.0,0.0,0.0,58.0,0.0,False,861.0,D,75,P,2592,2,0
Mars,0.0,TRAPPIST-1e,18.0,0.0,1102.0,9.0,2628.0,0.0,0.0,False,3739.0,D,75,P,2592,2,0
Earth,0.0,TRAPPIST-1e,28.0,0.0,804.0,2.0,13.0,0.0,62.0,False,881.0,G,421,P,2593,1,1
Europa,1.0,TRAPPIST-1e,34.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,B,98,S,2594,1,1
Mars,0.0,55 Cancri e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,F,533,P,2595,4,0
Mars,,TRAPPIST-1e,4.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,F,533,P,2595,4,0
Mars,0.0,TRAPPIST-1e,28.0,0.0,938.0,61.0,0.0,53.0,4.0,False,1056.0,D,76,P,2595,4,0
Mars,0.0,TRAPPIST-1e,8.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,F,533,P,2595,4,0
Mars,0.0,TRAPPIST-1e,20.0,0.0,59.0,0.0,1646.0,1657.0,0.0,False,3362.0,D,77,P,2596,2,0
Mars,1.0,TRAPPIST-1e,20.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,F,534,P,2596,2,0
Mars,1.0,TRAPPIST-1e,25.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,F,500,S,2597,2,0
nan,0.0,55 Cancri e,31.0,0.0,995.0,7.0,1213.0,0.0,687.0,False,2902.0,F,500,S,2597,2,0
Mars,0.0,TRAPPIST-1e,37.0,0.0,27.0,0.0,1131.0,0.0,1318.0,False,2476.0,F,535,P,2598,1,1
Earth,1.0,TRAPPIST-1e,21.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,,,,2599,1,1
Mars,1.0,TRAPPIST-1e,24.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,F,536,P,2601,1,1
Mars,1.0,TRAPPIST-1e,34.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,E,158,P,2602,3,0
Mars,0.0,55 Cancri e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,E,158,P,2602,3,0
Mars,1.0,TRAPPIST-1e,25.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,E,158,P,2602,3,0
Mars,1.0,55 Cancri e,43.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,D,88,S,2605,1,1
Earth,0.0,TRAPPIST-1e,,0.0,900.0,0.0,0.0,0.0,1.0,False,901.0,F,537,P,2606,2,0
Earth,0.0,TRAPPIST-1e,45.0,0.0,10.0,16.0,801.0,73.0,,False,900.0,F,537,P,2606,2,0
Europa,1.0,TRAPPIST-1e,63.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,B,99,S,2607,4,0
Europa,1.0,TRAPPIST-1e,17.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,B,99,S,2607,4,0
Europa,0.0,55 Cancri e,35.0,0.0,0.0,1471.0,2.0,445.0,533.0,True,2451.0,B,99,S,2607,4,0
Europa,0.0,TRAPPIST-1e,12.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,B,99,S,2607,4,0
Earth,1.0,PSO J318.5-22,,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,G,416,S,2609,1,1
Earth,,TRAPPIST-1e,17.0,0.0,0.0,604.0,0.0,0.0,218.0,False,822.0,F,541,P,2616,1,1
Earth,0.0,PSO J318.5-22,32.0,0.0,59.0,0.0,469.0,0.0,0.0,False,528.0,G,424,P,2617,1,1
nan,1.0,TRAPPIST-1e,23.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,E,159,P,2618,1,1
Earth,0.0,55 Cancri e,17.0,0.0,2000.0,0.0,0.0,0.0,0.0,False,2000.0,F,504,S,2619,1,1
Earth,0.0,55 Cancri e,34.0,0.0,492.0,0.0,13.0,55.0,0.0,False,560.0,F,505,S,2622,1,1
Earth,0.0,TRAPPIST-1e,15.0,0.0,0.0,0.0,875.0,3.0,,False,878.0,F,542,P,2624,1,1
Earth,1.0,TRAPPIST-1e,14.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,G,426,P,2625,2,0
Earth,0.0,TRAPPIST-1e,22.0,0.0,0.0,1.0,271.0,0.0,1348.0,False,1620.0,E,160,P,2625,2,0
Earth,0.0,TRAPPIST-1e,19.0,0.0,232.0,0.0,479.0,0.0,5.0,False,716.0,F,543,P,2626,1,1
Earth,0.0,PSO J318.5-22,40.0,,0.0,228.0,5.0,454.0,1.0,False,688.0,F,544,P,2627,1,1
Europa,1.0,55 Cancri e,25.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,A,21,P,2628,2,0
Europa,0.0,55 Cancri e,51.0,0.0,0.0,6.0,0.0,2085.0,67.0,False,2158.0,A,21,P,2628,2,0
Earth,0.0,TRAPPIST-1e,22.0,0.0,91.0,6.0,0.0,17.0,693.0,False,807.0,G,427,P,2629,1,1
Mars,1.0,55 Cancri e,50.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,F,545,P,2631,1,1
Earth,0.0,55 Cancri e,26.0,0.0,0.0,0.0,0.0,0.0,,False,0.0,G,428,P,2633,1,1
Mars,1.0,TRAPPIST-1e,39.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,F,508,S,2634,1,1
Mars,0.0,TRAPPIST-1e,18.0,0.0,1867.0,0.0,29.0,72.0,,True,1968.0,D,78,P,2635,1,1
Earth,0.0,TRAPPIST-1e,22.0,0.0,,0.0,137.0,671.0,,False,808.0,G,419,S,2636,1,1
Earth,0.0,TRAPPIST-1e,26.0,0.0,0.0,29.0,0.0,759.0,0.0,False,788.0,E,181,S,2638,1,1
Earth,0.0,TRAPPIST-1e,19.0,0.0,0.0,0.0,0.0,0.0,1051.0,False,1051.0,F,510,S,2640,1,1
Earth,1.0,PSO J318.5-22,16.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,G,420,S,2641,1,1
nan,0.0,TRAPPIST-1e,24.0,0.0,0.0,0.0,17.0,0.0,793.0,False,810.0,G,430,P,2642,1,1
Earth,0.0,PSO J318.5-22,34.0,0.0,122.0,0.0,6.0,739.0,0.0,False,867.0,F,511,S,2643,1,1
Europa,0.0,TRAPPIST-1e,55.0,0.0,0.0,815.0,1558.0,3.0,1334.0,True,3710.0,C,95,S,2645,5,0
Europa,0.0,TRAPPIST-1e,42.0,0.0,3.0,2174.0,0.0,10860.0,2564.0,False,15601.0,C,95,S,2645,5,0
Europa,1.0,TRAPPIST-1e,14.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,C,95,S,2645,5,0
Europa,0.0,55 Cancri e,28.0,0.0,0.0,3053.0,0.0,839.0,2153.0,True,6045.0,C,95,S,2645,5,0
Europa,1.0,55 Cancri e,26.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,C,95,S,2645,5,0
Europa,0.0,55 Cancri e,33.0,0.0,0.0,286.0,1795.0,712.0,7041.0,False,9834.0,B,80,P,2646,1,1
Earth,0.0,TRAPPIST-1e,24.0,0.0,0.0,0.0,0.0,636.0,68.0,False,704.0,F,547,P,2647,1,1
Earth,0.0,TRAPPIST-1e,23.0,0.0,490.0,313.0,0.0,6.0,0.0,False,809.0,G,421,S,2648,1,1
Mars,0.0,TRAPPIST-1e,16.0,0.0,46.0,0.0,1994.0,0.0,677.0,False,2717.0,D,79,P,2649,1,1
Earth,1.0,TRAPPIST-1e,36.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,G,431,P,2650,1,1
Europa,1.0,55 Cancri e,44.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,B,100,S,2651,1,1
Earth,0.0,TRAPPIST-1e,22.0,0.0,0.0,0.0,670.0,0.0,32.0,True,702.0,F,513,S,2652,1,1
Earth,1.0,TRAPPIST-1e,30.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,G,422,S,2655,1,1
Earth,0.0,TRAPPIST-1e,20.0,0.0,0.0,27.0,1.0,686.0,1.0,False,715.0,F,514,S,2657,1,1
Earth,0.0,TRAPPIST-1e,21.0,,366.0,1136.0,795.0,132.0,0.0,False,2429.0,F,549,P,2658,1,1
Mars,0.0,TRAPPIST-1e,14.0,0.0,,0.0,0.0,0.0,0.0,True,0.0,E,182,S,2659,1,1
Earth,0.0,TRAPPIST-1e,27.0,0.0,0.0,0.0,,2.0,1215.0,False,1217.0,F,550,P,2660,1,1
Earth,0.0,TRAPPIST-1e,19.0,0.0,1.0,4.0,0.0,750.0,3.0,False,758.0,F,515,S,2661,2,0
Earth,1.0,TRAPPIST-1e,21.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,G,423,S,2661,2,0
Mars,0.0,55 Cancri e,,0.0,1722.0,4.0,937.0,0.0,0.0,False,2663.0,F,551,P,2662,1,1
Earth,0.0,55 Cancri e,13.0,0.0,0.0,0.0,0.0,4.0,811.0,True,815.0,F,552,P,2663,1,1
Mars,1.0,PSO J318.5-22,71.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,E,183,S,2664,1,1
Mars,1.0,TRAPPIST-1e,28.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,E,184,S,2666,2,0
Mars,0.0,55 Cancri e,18.0,0.0,1874.0,0.0,260.0,0.0,0.0,False,2134.0,E,184,S,2666,2,0
Earth,0.0,55 Cancri e,23.0,0.0,29.0,34.0,1.0,2838.0,0.0,False,2902.0,F,516,S,2668,2,0
Earth,0.0,55 Cancri e,34.0,0.0,0.0,382.0,0.0,87.0,236.0,False,705.0,G,424,S,2668,2,0
Earth,0.0,TRAPPIST-1e,20.0,0.0,4.0,790.0,0.0,15.0,0.0,False,809.0,G,432,P,2670,1,1
Earth,0.0,55 Cancri e,17.0,0.0,0.0,33.0,0.0,56.0,708.0,False,797.0,F,554,P,2671,1,1
Earth,0.0,PSO J318.5-22,21.0,0.0,970.0,0.0,213.0,8.0,86.0,False,1277.0,F,555,P,2672,1,1
Europa,0.0,TRAPPIST-1e,33.0,0.0,0.0,1554.0,3813.0,0.0,1435.0,True,6802.0,C,97,S,2675,1,1
Europa,0.0,55 Cancri e,34.0,0.0,3551.0,1284.0,1865.0,90.0,0.0,True,6790.0,B,81,P,2676,1,1
Europa,0.0,TRAPPIST-1e,51.0,0.0,0.0,302.0,0.0,1367.0,669.0,False,2338.0,D,90,S,2677,1,1
Earth,0.0,TRAPPIST-1e,21.0,0.0,0.0,680.0,0.0,10.0,0.0,True,690.0,F,517,S,2678,1,1
Earth,1.0,TRAPPIST-1e,,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,G,426,S,2679,1,1
Earth,0.0,TRAPPIST-1e,31.0,0.0,880.0,0.0,0.0,8.0,0.0,False,888.0,G,434,P,2682,1,1
Europa,0.0,TRAPPIST-1e,36.0,0.0,2.0,1297.0,0.0,4.0,0.0,True,1303.0,A,32,S,2683,1,1
Europa,0.0,TRAPPIST-1e,39.0,0.0,0.0,7116.0,0.0,13208.0,1515.0,False,21839.0,B,83,P,2684,1,1
Earth,0.0,TRAPPIST-1e,26.0,0.0,886.0,0.0,0.0,0.0,21.0,False,907.0,G,435,P,2685,1,1
Earth,0.0,TRAPPIST-1e,51.0,0.0,0.0,1347.0,0.0,43.0,0.0,True,1390.0,F,556,P,2687,1,1
nan,0.0,TRAPPIST-1e,24.0,0.0,13.0,193.0,0.0,0.0,591.0,False,797.0,F,557,P,2688,1,1
Earth,0.0,55 Cancri e,27.0,0.0,339.0,104.0,116.0,160.0,0.0,True,719.0,E,185,S,2690,1,1
Earth,0.0,TRAPPIST-1e,31.0,0.0,0.0,243.0,1.0,559.0,0.0,False,803.0,F,558,P,2691,1,1
Earth,0.0,TRAPPIST-1e,24.0,0.0,0.0,0.0,21.0,0.0,695.0,False,716.0,,,,2692,1,1
Europa,0.0,TRAPPIST-1e,57.0,0.0,0.0,1514.0,0.0,72.0,1393.0,False,2979.0,A,22,P,2693,4,0
Europa,0.0,55 Cancri e,36.0,1.0,11.0,79.0,0.0,210.0,1895.0,False,2195.0,A,22,P,2693,4,0
Europa,0.0,TRAPPIST-1e,55.0,0.0,0.0,846.0,0.0,263.0,2024.0,False,3133.0,A,22,P,2693,4,0
Europa,1.0,55 Cancri e,,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,A,22,P,2693,4,0
Mars,0.0,TRAPPIST-1e,18.0,0.0,947.0,0.0,4.0,4.0,0.0,False,955.0,E,186,S,2695,1,1
Mars,0.0,TRAPPIST-1e,27.0,,1893.0,487.0,4.0,0.0,0.0,False,2384.0,D,91,S,2697,1,1
Europa,0.0,TRAPPIST-1e,50.0,0.0,0.0,2684.0,0.0,153.0,1751.0,False,4588.0,C,94,P,2698,1,1
Earth,0.0,TRAPPIST-1e,24.0,0.0,45.0,138.0,1.0,0.0,530.0,False,714.0,F,520,S,2700,1,1
Earth,1.0,PSO J318.5-22,20.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,G,428,S,2701,1,1
Earth,1.0,TRAPPIST-1e,24.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,G,437,P,2702,1,1
Earth,0.0,TRAPPIST-1e,18.0,0.0,0.0,617.0,0.0,0.0,10.0,False,627.0,G,429,S,2703,1,1
Earth,0.0,TRAPPIST-1e,44.0,0.0,1178.0,1.0,348.0,0.0,0.0,False,1527.0,F,521,S,2704,1,1
Europa,1.0,55 Cancri e,27.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,B,102,S,2706,1,1
Europa,0.0,TRAPPIST-1e,58.0,0.0,1113.0,1650.0,0.0,194.0,510.0,True,3467.0,B,103,S,2707,2,0
Europa,1.0,PSO J318.5-22,29.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,B,103,S,2707,2,0
Earth,0.0,PSO J318.5-22,23.0,0.0,3.0,548.0,37.0,0.0,12.0,True,600.0,F,522,S,2708,1,1
Mars,1.0,TRAPPIST-1e,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,F,523,S,2709,4,0
Mars,0.0,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,F,523,S,2709,4,0
Mars,0.0,nan,33.0,0.0,361.0,0.0,381.0,1622.0,0.0,False,2364.0,F,523,S,2709,4,0
Mars,0.0,TRAPPIST-1e,12.0,,0.0,0.0,0.0,0.0,0.0,True,0.0,F,523,S,2709,4,0
Europa,1.0,TRAPPIST-1e,44.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,B,105,S,2712,1,1
Earth,1.0,TRAPPIST-1e,20.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,G,438,P,2713,1,1
Earth,0.0,55 Cancri e,59.0,,269.0,1776.0,0.0,0.0,12.0,False,2057.0,F,561,P,2714,1,1
Earth,0.0,TRAPPIST-1e,18.0,0.0,130.0,0.0,13.0,191.0,554.0,False,888.0,G,431,S,2717,1,1
Europa,1.0,TRAPPIST-1e,72.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,B,106,S,2718,1,1
Earth,0.0,PSO J318.5-22,23.0,0.0,171.0,2373.0,1.0,30.0,985.0,False,3560.0,G,439,P,2720,3,0
Earth,0.0,TRAPPIST-1e,11.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,G,439,P,2720,3,0
Earth,1.0,TRAPPIST-1e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,G,439,P,2720,3,0
Earth,0.0,PSO J318.5-22,25.0,0.0,21.0,746.0,55.0,0.0,4.0,False,826.0,F,563,P,2721,1,1
Mars,1.0,55 Cancri e,25.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,D,93,S,2722,1,1
Europa,1.0,TRAPPIST-1e,24.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,C,99,S,2723,2,0
Europa,0.0,TRAPPIST-1e,54.0,0.0,0.0,5876.0,0.0,0.0,914.0,True,6790.0,C,99,S,2723,2,0
Mars,1.0,55 Cancri e,17.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,F,564,P,2724,2,0
Mars,0.0,TRAPPIST-1e,48.0,0.0,1200.0,0.0,38.0,48.0,0.0,False,1286.0,F,564,P,2724,2,0
Earth,0.0,TRAPPIST-1e,40.0,0.0,0.0,0.0,362.0,272.0,0.0,False,634.0,F,565,P,2725,1,1
Earth,1.0,TRAPPIST-1e,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,G,440,P,2726,1,1
Earth,0.0,TRAPPIST-1e,32.0,0.0,0.0,9.0,11.0,784.0,63.0,False,867.0,F,525,S,2727,1,1
Earth,1.0,TRAPPIST-1e,15.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,G,432,S,2729,1,1
nan,1.0,TRAPPIST-1e,52.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,G,433,S,2730,3,0
Earth,0.0,TRAPPIST-1e,16.0,0.0,0.0,1115.0,0.0,1674.0,132.0,False,2921.0,F,527,S,2730,3,0
Earth,1.0,TRAPPIST-1e,16.0,0.0,0.0,,0.0,0.0,0.0,True,0.0,G,433,S,2730,3,0
Earth,1.0,55 Cancri e,16.0,,0.0,0.0,0.0,0.0,0.0,True,0.0,G,435,S,2732,2,0
Earth,0.0,55 Cancri e,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,G,435,S,2732,2,0
Mars,0.0,TRAPPIST-1e,10.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,F,567,P,2734,1,1
Mars,0.0,TRAPPIST-1e,27.0,1.0,1709.0,4.0,24.0,0.0,0.0,False,1737.0,D,81,P,2736,1,1
Europa,0.0,55 Cancri e,45.0,0.0,0.0,726.0,0.0,281.0,1257.0,True,2264.0,C,100,S,2737,2,0
Europa,0.0,TRAPPIST-1e,26.0,0.0,2381.0,1772.0,0.0,0.0,2618.0,False,6771.0,C,100,S,2737,2,0
Mars,0.0,TRAPPIST-1e,29.0,0.0,1049.0,0.0,0.0,0.0,0.0,False,1049.0,E,187,S,2738,1,1
Earth,1.0,PSO J318.5-22,38.0,0.0,0.0,0.0,0.0,,0.0,True,0.0,G,442,P,2739,1,1
Earth,0.0,TRAPPIST-1e,19.0,0.0,1.0,143.0,0.0,254.0,107.0,True,505.0,E,163,P,2740,1,1
Mars,0.0,TRAPPIST-1e,43.0,0.0,471.0,0.0,133.0,2.0,692.0,False,1298.0,E,164,P,2741,1,1
Earth,0.0,TRAPPIST-1e,15.0,0.0,746.0,0.0,2.0,0.0,11.0,False,759.0,F,528,S,2743,1,1
Mars,0.0,nan,31.0,0.0,1511.0,0.0,310.0,0.0,0.0,False,1821.0,F,568,P,2745,1,1
Mars,0.0,TRAPPIST-1e,52.0,0.0,758.0,0.0,356.0,5.0,0.0,False,1119.0,F,569,P,2746,1,1
Mars,,TRAPPIST-1e,49.0,,0.0,0.0,0.0,0.0,0.0,True,0.0,F,570,P,2747,1,1
Earth,0.0,55 Cancri e,29.0,0.0,143.0,548.0,0.0,0.0,0.0,True,691.0,F,529,S,2748,1,1
Earth,0.0,TRAPPIST-1e,18.0,,600.0,0.0,0.0,179.0,11.0,True,790.0,F,571,P,2750,1,1
Mars,1.0,nan,41.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,F,530,S,2751,1,1
Earth,0.0,TRAPPIST-1e,9.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,G,444,P,2752,3,0
